"session_id","platform","connection_type","device_os","device_os_version","device_model","screen_resolution","country_code","country_name","region","city",latitude,longitude,"isp",asn
"56b1a0be-03ff-47c9-9e3a-47a2bcec64b4","web","unknown","windows","unknown","browser","1280x800","","","","",0,0,"",0
